znak;znakRank;komb;je OK;ni OK
EED3;1;0063+035F+0068;X;
EED4;1;0064+035F+007A;X;
EED5;1;0064+035F+017A;;x
EED5;100;0064+035F+007A+0301;;X
EED6;1;0064+035F+017E;X;
EED6;100;0064+035F+007A+030C;x;
EED7;1;0064+035F+0292;X;
EED8;1;006A+035F+0061;X;
EED9;1;006A+035F+00E4;;x
EED9;100;006A+035F+0061+0308;X;
EEDA;1;006A+035F+0065;;x
EEDB;1;006A+035F+0119;X;
EEDB;100;006A+035F+0065+0328;X;
EEDC;1;006A+035F+0069;x;
EEDD;1;006A+035F+01EB;X;
EEDD;100;006A+035F+006F+0328;X;
EEDE;1;006A+035F+0075;;x
EEDF;1;006A+035F+00FC;;x
EEDF;100;006A+035F+0075+0308;;x
EEE0;1;006B+035F+0073;;x
EEE1;1;006B+035F+0078;X;
EEE2;1;006C+035F+006A;X;
EEE3;1;006E+035F+0067;;x
EEE4;1;014B+035F+0067;X;
EEE5;1;006E+035F+006A;;X
EEE6;1;0070+035F+0066;X;
EEE7;1;0070+035F+0068;x;
EEE8;1;0070+035F+0073;X;
EEE9;1;0161+035F+010D;;x
EEE9;100;0073+030C+035F+0063+030C;x;
EEEA;1;0161+035F+0074;X;
EEEA;100;0073+030C+035F+0074;;X
EEEB;1;0074+035F+0068;;x
EEEC;1;0074+035F+0073;X;
EEED;1;0074+035F+015B;x;
EEED;100;0074+035F+0073+0301;X;
EEEE;1;0074+035F+0283;;x
EEEF;1;0062+035C+0076;;x
EEF0;1;0070+0361+0066;;X
EEF1;1;0070+035C+0066;X;
EEF2;1;0064+035C+0292;;x
EEF3;1;0063+035C+0068;X;
EEF4;1;006E+0361+0067;X;
EEF5;1;0073+035C+0068;x;
EEF6;1;0074+035C+0068;X;
EEF7;1;0073+0361+0072;X;
EEF9;1;007A+035C+0068;X;
EEFA;1;006A+0361+0067;X;
EEFB;1;006E+035C+0067;;x
EEFC;1;0067+035C+006C;;x
EEFD;1;0067+0361+006E;;
EEFE;1;0072+0361+0259;;x
EF00;1;0263+0325;;X
EF01;1;0263+0330;;X
EF02;1;0067+0354;;X
EF03;1;0261+0354;;x
EF04;1;03B3+0311;X;
EF05;1;0067+0315;X;
EF06;1;03B3+0315;X;
EF07;1;0067+0300;X;
EF08;1;0121+0323;;X
EF08;100;0067+0323+0307;;X
EF09;1;0067+0328;;X
EF0A;1;0067+032E;;x
EF0B;1;0067+0325;;x
EF0C;1;03B3+0303;x;
EF10;1;007A+030B;x;
EF11;1;007A+0325;X;
EF12;1;007A+0330;X;
EF13;1;0292+030A;X;
EF14;1;0292+0325;;X
EF15;1;0292+0330;;x
EF16;1;0437+030C;X;
EF17;1;007A+0313;X;
EF18;1;0292+030B;X;
EF19;1;017E+20DD;;x
EF19;100;007A+030C+20DD;;X
EF1A;1;017E+032F;X;
EF1A;100;007A+032F+030C;X;
EF1B;1;007A+0306+030C;;X
EF1C;1;007A+0315;;x
EF1D;1;0292+0315;X;
EF1E;1;017E+0315;x;
EF1E;100;007A+030C+0315;X;
EF1F;1;01EF+0315;;x
EF1F;100;0292+030C+0315;X;
EF20;1;0295+0325;X;
EF21;1;0295+0330;X;
EF2D;1;0073+032A;X;
EF2E;1;0073+033A;X;
EF2F;1;0161+0302;;X
EF2F;100;0073+030C+0302;;x
EF30;1;0161+20DD;;X
EF30;100;0073+030C+20DD;X;
EF31;1;0073+0313;;x
EF32;1;0073+0314;;X
EF35;1;0073+0354;X;
EF36;1;0073+0315;X;
EF37;1;0161+0315;X;
EF37;100;0073+030C+0315;;X
EF3B;1;00DF+0304;;X
EF3C;1;00DF+0307;;X
EF3D;1;00DF+030C;;X
EF3E;1;0073+0308;;x
EF3F;1;0073+0329;X;
EF40;1;0056+032C;;x
EF41;1;0056+0304+0301;;X
EF42;1;0056+0304+0306+0301;;x
EF43;1;0056+0304+0303;;X
EF44;1;0056+030D;;X
EF45;1;0056+0365;;x
EF46;1;0056+030A;;X
EF47;1;0056+032F;;X
EF49;1;0056+0304+0302;;X
EF4A;1;0056+0304+030B;;X
EF4B;1;0056+0304+0311;;X
EF4C;1;0056+0306+030F;;x
EF4D;1;0056+0306+0300;;x
EF4E;1;0056+0306+030D;;X
EF4F;1;0056+0307;;X
EF50;1;1E31+0325;X;
EF50;100;006B+0325+0301;X;
EF51;1;006B+0315;x;
EF53;1;006B+0335;;x
EF58;1;0056+031C;;X
EF59;1;0056+0316;;x
EF5A;1;0056+0317;;X
EF5B;1;0056+0331;;x
EF5C;1;0056+0308;;x
EF5D;1;0056+0339;X;
EF5E;1;0056+032D;;X
EF5F;1;0056+0324;;x
EF60;1;0280+0315;X;
EF61;1;0072+0325+0304+0300;;X
EF62;1;0213+030F;;X
EF62;100;0072+0311+030F;;X
EF63;1;0211+0311;;X
EF63;100;0072+030F+0311;;X
EF65;1;0072+030A+030F;;X
EF66;1;0072+030A+0311;;x
EF67;1;0072+0325+0306;;x
EF68;1;0072+0325+0306+0301;;X
EF69;1;0072+0325+030B;X;
EF6A;1;0157;;X
EF6A;100;0072+0327;;X
EF6B;1;0280+032E;X;
EF6D;1;0072+0328;;x
EF6E;1;0072+030A;x;
EF6F;1;0072+032E;X;
EF70;1;0437+0301;X;
EF71;1;1E93+030C;;X
EF71;100;007A+0323+030C;;x
EF72;1;0292+032C+0301;;x
EF73;1;01EF+032C;;x
EF73;100;0292+032C+030C;X;
EF74;1;01EF+0323;;X
EF74;1;01EF+0323;;X
EF74;100;0292+0323+030C;;X
EF75;1;0292+0323;;X
EF76;1;007A+0368;X;
EF77;1;007A+0306;x;
EF78;1;0292+032D;;X
EF79;1;0292+032D+0301;;x
EF7A;1;01EF+032D;;x
EF7A;100;0292+032D+030C;;x
EF7B;1;01EF+032D+030D;;X
EF7B;100;0292+032D+030C+030D;;X
EF7C;1;01B7+032D;X;
EF7D;1;01B7+032D+0301;;x
EF7E;1;01EE+032D;;x
EF7E;100;01B7+032D+030C;;X
EF7F;1;01EE+032D+030D;;X
EF7F;100;01B7+032D+030C+030D;;X
EF80;1;006D+0325+0302;;x
EF81;1;006D+0325+030D;;X
EF82;1;026F+0323;X;
EF83;1;026F+0304+0306;;X
EF84;1;026F+0339;;X
EF85;1;006D+0325+030F;;X
EF90;1;006E+0325+030D;X;
EF91;1;006E+0364;X;
EF92;1;1E47+0304;X;
EF92;100;006E+0323+0304;X;
EF93;1;006E+030A;X;
EF94;1;014B+0303;x;
EF95;1;014B+0307;x;
EF96;1;014B+0308;X;
EF97;1;006E+0313;X;
EF99;1;006E+032E;X;
EF9B;1;006E+0337;;X
EFA0;1;0077+0306;;X
EFA1;1;0077+0328;;X
EFA2;1;0077+032C;;X
EFAF;1;0057+030A;;X
EFB0;1;0063+0325;x;
EFB1;1;0063+032C;x;
EFB2;1;0063+0306;x;
EFB3;1;0063+0364;x;
EFB4;1;0063+033A;X;
EFC0;1;03C7+0307;x;
EFC1;1;0068+0330;X;
EFC2;1;1E25+0307;;x
EFC2;100;0068+0323+0307;;x
EFC3;1;03C7+0302;X;
EFC4;1;03C7+0303;X;
EFD0;1;03BB+0325;x;
EFD1;1;1E39+030C;;x
EFD1;100;006C+0323+0304+030C;;X
EFD2;1;006C+0337+0325+0300;;x
EFD3;1;006C+0337+0325+0302;;X
EFD4;1;006C+0307;;X
EFD5;1;006C+0328;x;
EFD7;1;006C+0325+0304+0306;;X
EFD8;1;1E37+0306;;x
EFD8;100;006C+0323+0306;;x
EFD9;1;006C+032E;;X
EFDB;1;1E37+0337;;X
EFDB;100;006C+0337+0323;;x
EFDC;1;006C+032A;;X
EFDD;1;006C+0337+0325+030F;;x
EFDE;1;006C+0326+0302;;x
EFE0;1;0073+0328;x;
EFE2;1;03C3+030C;;x
EFE3;1;017F+0304;;X
EFE4;1;0073+0306;;x
EFE5;1;0073+032F;X;
EFE6;1;0161+032C;x;
EFE6;100;0073+032C+030C;X;
EFF0;1;0074+032E;;X
EFF1;1;02A6+032E;X;
EFF2;1;02A7+032E;;x
EFF3;1;02A8+032E;X;
EFF4;1;0074+0306;;X
EFF5;1;0074+0303;;x
EFF6;1;0074+032C+0301;;X
EFF7;1;0074+0354;X;
EFF8;1;1E6D+0315;x;
EFF8;100;0074+0323+0315;;X
EFF9;1;0054+0301;;X
F100;1;0430+0300;x;
F101;1;0430+0301;;x
F102;1;0430+0302;;x
F103;1;0430+0304;x;
F104;1;04D3+0304;;X
F104;100;0430+0308+0304;;X
F105;1;0430+0323;X;
F106;1;0430+0304+0306;;x
F107;1;04D1+0301;;X
F107;100;0430+0306+0301;;X
F108;1;04D3+0301;;x
F108;100;0430+0308+0301;;X
F109;1;0430+030C;X;
F10A;1;0430+0304+0301;;x
F10B;1;0430+030A+0304;;X
F10C;1;0430+030A+0301;;X
F10D;1;0430+030F;X;
F10E;1;0430+0311;X;
F10F;1;0430+030D;X;
F110;1;0430+030A;;x
F111;1;0430+0328;X;
F111;1;0430+0328;X;
F112;1;0430+0303;x;
F113;1;0430+0325;X;
F114;1;04D3+0306;;X
F114;100;0430+0308+0306;;X
F115;1;0430+0324+0304;X;
F116;1;0430+0324+030F;X;
F117;1;0430+0324+0311;x;
F119;1;0430+030A+0311;;X
F140;1;0410+0300;;X
F141;1;0410+0301;;X
F142;1;0410+0304;;x
F143;1;0410+030F;;X
F144;1;0410+0304+0301;;X
F145;1;0410+0311;;X
F146;1;0410+0323;;X
F147;1;0410+030A;;x
F148;1;0410+0328;X;
F149;1;0410+030D;;
F150;1;0435+0301;X;
F151;1;0435+0302;;x
F152;1;0435+0302+0301+0304;;X
F153;1;0435+0302+0307;;x
F154;1;0435+0304;x;
F155;1;0435+0307;X;
F156;1;0451+0301;;X
F156;100;0435+0308+0301;;x
F157;1;0435+030C;X;
F158;1;0435+0323;X;
F159;1;0435+0325;X;
F15A;1;0450+0323;x;
F15A;100;0435+0323+0300;X;
F15B;1;0435+0323+0301;X;
F15C;1;0435+0302+0301;;x
F15D;1;0435+0304+0306;;X
F15E;1;0435+0323+0304;X;
F15F;1;0435+0323+030F;;
F160;1;0435+0323+0311;;x
F161;1;0451+0300;;x
F161;100;0435+0308+0300;;X
F162;1;0435+0304+0301;;X
F163;1;0435+0307+0301;;x
F164;1;0435+030F;X;
F165;1;0435+0311;X;
F166;1;0435+030D;;x
F167;1;0435+0328;x;
F168;1;0451+0304;;X
F168;100;0435+0308+0304;;x
F169;1;0435+0339+030F;X;
F16A;1;04D7+0323;X;
F16A;100;0435+0323+0306;x;
F16B;1;0435+0323+0303;;x
F16C;1;0435+0339+0311;;x
F16D;1;04D7+0328;x;
F16D;100;0435+0328+0306;x;X
F16E;1;0435+0328+0311;;X
F16F;1;0435+0328+0304;X;
F170;1;0435+0328+030F;x;
F171;1;0451+030D;;X
F171;100;0435+0308+030D;;X
F172;1;0435+0302+0300;;x
F1A0;1;0415+0301;;x
F1A1;1;0415+0304;;X
F1A2;1;0401+0300;;x
F1A2;100;0415+0308+0300;;X
F1A3;1;0401+0301;;X
F1A3;100;0415+0308+0301;;X
F1A4;1;0415+030F;;X
F1A5;1;0415+0311;;X
F1A6;1;0415+0323;X;
F1A7;1;0415+0328;;x
F1A8;1;0401+0304;;x
F1A8;100;0415+0308+0304;;X
F1A9;1;0415+030D;;X
F1AA;1;0401+030D;;X
F1AA;100;0415+0308+030D;;X
F1AB;1;0404+030D;;X
F1AC;1;042D+030D;;X
F1B0;1;0438+0301;;x
F1B1;1;0439+032D;;x
F1B1;100;0438+032D+0306;X;
F1B2;1;0438+030C;X;
F1B3;1;0456+0301;;X
F1B4;1;0456+0303;;X
F1B5;1;0456+032F;;X
F1B6;1;0457+0300;;x
F1B6;100;0456+0308+0300;;X
F1B7;1;0457+0301;;X
F1B7;100;0456+0308+0301;;X
F1B8;1;04E3+0301;;x
F1B8;100;0438+0304+0301;X;
F1B9;1;0438+032F;X;
F1BA;1;0456+032D;;X
F1BB;1;0438+032D;;X
F1BC;1;0438+030F;;
F1BD;1;0438+0311;x;
F1BE;1;0438+030D;X;
F1BF;1;0457+030D;;X
F1BF;100;0456+0308+030D;;X
F1C0;1;0438+030A;;x
F1C1;1;0456+0304;;X
F1C2;1;0456+0300;X;
F1C3;1;0456+0302;;x
F1C4;1;0456+030F;X;
F1C5;1;0438+0302;;X
F1C6;1;0438+0364;X;
F1C7;1;04E5+0304;;X
F1C7;100;0438+0308+0304;;X
F1C8;1;0438+0303;X;
F1F0;1;0418+0301;;X
F1F1;1;0418+0302;;x
F1F2;1;0407+0300;;x
F1F2;100;0406+0308+0300;;x
F1F3;1;0407+0301;;X
F1F3;100;0406+0308+0301;;x
F1F4;1;0418+030F;;X
F1F5;1;0418+0311;;x
F1F6;1;0406+032F;;x
F1F7;1;0418+030A;;X
F1F8;1;0406+0304;;X
F1F9;1;0418+030D;;X
F200;1;043E+0300;;X
F201;1;043E+0301;;X
F202;1;043E+0302;;x
F203;1;043E+0302+0301;;X
F204;1;043E+0302+0307;;X
F205;1;043E+0304;X;
F206;1;043E+0307;x;
F207;1;043E+0323;;x
F208;1;043E+0306;;x
F209;1;043E+0311;;x
F20A;1;043E+0304+0301;;x
F20B;1;043E+0307+0301;;X
F20C;1;043E+030F;X;
F20D;1;043E+0303;x;
F20E;1;043E+030D;X;
F20F;1;043E+0337;;X
F210;1;043E+0328;X;
F211;1;043E+0323+0303;X;
F212;1;043E+0339+0301;X;
F213;1;043E+0339+0304;;x
F214;1;04E7+0304;;x
F214;100;043E+0308+0304;;X
F215;1;043E+0323+0304;X;
F216;1;043E+0323+0306;;x
F217;1;043E+0328+0303;X;
F218;1;043E+0328+0306;X;
F219;1;043E+0323+0311;X;
F21A;1;043E+030C;X;
F240;1;041E+0300;;X
F241;1;041E+0301;;X
F242;1;041E+0304;;X
F243;1;041E+030F;;x
F244;1;041E+0311;;x
F245;1;041E+0323;;X
F246;1;041E+0337;;X
F247;1;041E+0328;;X
F248;1;041E+0306;;X
F249;1;041E+030D;;X
F250;1;0443+0300;;x
F251;1;0443+0301;x;
F252;1;04F1+0301;;X
F252;100;0443+0308+0301;;x
F253;1;0443+032D;X;
F254;1;0443+0337;X;
F255;1;0443+0302;x;
F256;1;04EF+0306;;X
F256;100;0443+0304+0306;;x
F257;1;0223+0303;;X
F258;1;04EF+0301;;x
F258;100;0443+0304+0301;;x
F259;1;0443+032F;X;
F25A;1;0443+030F;X;
F25B;1;0443+0311;X;
F25C;1;0443+030D;x;
F25D;1;04F1+032F;;X
F25D;100;0443+032F+0308;X;
F25E;1;0443+030A;X;
F25F;1;0443+030C;x;
F290;1;0423+0300;;X
F291;1;0423+0301;;X
F292;1;0222+0303;;x
F293;1;0423+030F;;X
F294;1;0423+0311;;x
F295;1;0423+030D;;X
F2A0;1;0431+0304;;X
F2A1;1;0431+032C;X;
F2A2;1;0431+032D;x;
F2A3;1;0431+0301;;X
F2A4;1;0431+035B;;X
F2B0;1;0432+0304;x;
F2B1;1;0432+0325;X;
F2B2;1;0432+032C;?;
F2B3;1;0432+032F;X;
F2B4;1;0432+032D;X;
F2B9;1;0412+0303;;X
F2BA;1;0412+0300;;x
F2BB;1;0412+0301;;X
F2BC;1;0412+0304;;X
F2BD;1;0412+0306;;X
F2BE;1;0412+030F;;X
F2BF;1;0412+0311;;X
F2C0;1;0433+032C;X;
F2C1;1;0433+032D;X;
F2D0;1;0434+0304;X;
F2D1;1;0434+032C;X;
F2D2;1;0434+032D;X;
F2D3;1;0434+0301;X;
F2D4;1;0434+0325;x;
F2D5;1;0452+032C;X;
F2E0;1;0436+0304;;x
F2E1;1;0436+032C;;x
F2E2;1;0436+032D;;x
F2E3;1;0436+0301;x;
F2E4;1;0436+0323;X;
F2EF;1;0416+0323;;X
F2F0;1;0437+0304;X;
F2F1;1;0437+032D;X;
F2F2;1;0437+032C;X;
F300;1;043A+0302;;X
F301;1;043A+0304;X;
F310;1;043B+0304;X;
F311;1;043B+0325;x;
F312;1;043B+032D;X;
F313;1;043B+0303;x;
F314;1;043B+0325+0301;x;
F315;1;043B+032F;x;
F316;1;043B+0323;X;
F317;1;043B+0335;;x
F318;1;043B+0325+030D;X;
F31F;1;041B+0325;X;
F320;1;043C+0304;;x
F321;1;043C+032D;;x
F322;1;043C+0301;;X
F330;1;043D+0304;X;
F331;1;043D+0325;;X
F332;1;043D+032D;X;
F333;1;043D+0311;x;
F340;1;043F+0302;X;
F341;1;043F+0304;;x
F342;1;043F+0301;;x
F350;1;0440+0300;X;
F351;1;0440+0301;;X
F352;1;0440+0304;X;
F353;1;0440+030F;x;
F354;1;0440+0311;X;
F355;1;0440+0325;X;
F356;1;0440+032D;;x
F357;1;0440+0325+0301;x;
F358;1;0440+0325+0300;X;
F359;1;0440+0325+030F;X;
F35A;1;0440+0325+0311;x;
F35B;1;0440+0325+030D;x;
F35C;1;0440+0325+0303;X;
F35D;1;0440+0306;x;
F35E;1;0440+030D;x;
F35F;1;0440+035B;X;
F360;1;0420+0300;;X
F361;1;0420+0301;;x
F362;1;0420+0304;;X
F363;1;0420+030F;;X
F364;1;0420+0311;;X
F365;1;0420+0325;;X
F370;1;0441+0302;;x
F371;1;0441+0304;x;
F372;1;0441+0301;X;
F380;1;0442+0302;x;
F381;1;0442+0304;x;
F382;1;0442+0301;x;
F383;1;0442+035B;x;
F390;1;0444+0302;;X
F3A0;1;0445+0302;;x
F3C0;1;0447+0301;x;
F3C1;1;0447+0323;X;
F3CF;1;0427+0323;x;
F3D0;1;045F+032C;;X
F3D1;1;045F+0301;X;
F3D2;1;045F+0323;;X
F3DF;1;040F+0323;;x
F3E0;1;0448+0304;;X
F3E1;1;0448+0301;X;
F3E2;1;0448+0323;;X
F3EF;1;0428+0323;;X
F400;1;0430+0361+0430;X;
F410;1;0435+0361+0438;X;
F411;1;0435+0301+0361+0435;;X
F412;1;0435+0323+032F+0361+04D3;;X
F412;100;0435+0323+032F+0361+0430+0308;;x
F413;1;0435+0323+0361+0435;X;
F420;1;0438+0361+0435;x;
F423;1;0456+0361+0435;X;
F424;1;0438+0361+0435+0323;;x
F425;1;0438+0361+025B;X;
F430;1;043E+0361+0443;X;
F432;1;043E+0361+0430;X;
F440;1;0443+0361+043E;X;
F441;1;0443+0361+043E+0323;X;
F442;1;0443+0361+0430;x;
F45E;1;044A+035C+0440;x;
F45F;1;044C+035C+0440;;X
F460;1;0434+0361+0437;X;
F461;1;0436+2019+0361+0434;;X
F462;1;0437+2019+0361+0434;;x
F463;1;0448+2019+0361+0442;;X
F4E0;1;1FB1+0301;X;
F4E0;100;03B1+0304+0301;;x
F4E1;1;1FB0+0301;;X
F4E1;100;03B1+0306+0301;;X
F4E2;1;1FD1+0301;;x
F4E2;100;03B9+0304+0301;;x
F4E3;1;1FD0+0301;X;
F4E3;100;03B9+0306+0301;;X
F4E4;1;1FE1+0301;;x
F4E4;100;03C5+0304+0301;;x
F4E5;1;1FE0+0301;;X
F4E5;100;03C5+0306+0301;;X
F4E8;1;03C9+0306;;X
F4E9;1;03C9+0306+0301;;X
F4EB;1;03C9+030D;X;
F502;1;0065+0354;X;
F503;1;025B+0304+0300;;x
F504;1;0259+0304+0300;;X
F505;1;025B+0304+0301;;X
F506;1;0259+0323+030F;x;
F507;1;025B+0306+030F;;X
F508;1;0065+0329;x;
F509;1;0065+032F+0323;;X
F50A;1;0115+0339;x;
F50A;100;0065+0339+0306;X;
F50B;1;0119+0323+0301;;X
F50B;100;0065+0328+0323+0301;;x
F50C;1;0119+0323+0303;;x
F50C;100;0065+0328+0323+0303;X;
F50D;1;0119+0339+0303;;x
F50D;100;0065+0328+0339+0303;;x
F50E;1;0259+0339;x;
F510;1;0065+0313;X;
F511;1;025B+0328+0300;X;
F512;1;025B+0328+0301;X;
F513;1;1EBD+030F;;X
F513;100;0065+0303+030F;;x
F514;1;025B+0354;X;
F515;1;025B+032E;x;
F516;1;0259+032E;X;
F518;1;0065+0339+030D;X;
F519;1;1EBD+0302;;X
F519;100;0065+0303+0302;;X
F51A;1;0115+0301;;X
F51A;100;0065+0306+0301;;X
F51B;1;00E9+032F;X;
F51B;100;0065+032F+0301;x;
F51C;1;0259+0307+030B;;x
F51E;1;011B+0303;;x
F51E;100;0065+030C+0303;;X
F51F;1;0259+0325+030F;X;
F520;1;0454+0306+0300;;X
F521;1;0454+0306+0301;;x
F522;1;0454+0306+030B;;x
F526;1;03B7+0323;X;
F527;1;0065+0365;X;
F528;1;0065+0366;x;
F529;1;0065+0367;x;
F52A;1;0065+036E;X;
F52B;1;0113+030C;;x
F52B;100;0065+0304+030C;;x
F52C;1;0119+030C;;x
F52C;100;0065+0328+030C;x;
F52D;1;0119+0304+0303;X;
F52D;100;0065+0328+0304+0303;;X
F52E;1;1F74+0323;;X
F52E;100;03B7+0323+0300;;x
F52F;1;1EBD+032E;X;
F52F;100;0065+032E+0303;;X
F530;1;0259+0308;X;
F531;1;044D+030D;x;
F532;1;0454+030D;X;
F533;1;0259+0307+030F;X;
F534;1;0113+0302;;X
F534;100;0065+0304+0302;;X
F535;1;0113+0311;;x
F535;100;0065+0304+0311;;X
F536;1;0117+0304+0303;;X
F536;100;0065+0307+0304+0303;;X
F537;1;0117+0304+0300;;X
F537;100;0065+0307+0304+0300;;X
F538;1;0117+0304+0302;;x
F538;100;0065+0307+0304+0302;;X
F53A;1;0117+0304+0311;;X
F53A;100;0065+0307+0304+0311;;x
F53B;1;0117+0306+030D;;X
F53B;100;0065+0307+0306+030D;;X
F53C;1;011B+0304+0303;;X
F53C;100;0065+030C+0304+0303;;x
F53D;1;011B+0304+0302;;X
F53D;100;0065+030C+0304+0302;;X
F53F;1;011B+0304+0311;;X
F53F;100;0065+030C+0304+0311;;x
F540;1;011B+0306+030D;;x
F540;100;0065+030C+0306+030D;;x
F541;1;0113+0339+0303;;X
F541;100;0065+0339+0304+0303;;X
F543;1;0113+0339+0311;X;
F543;100;0065+0339+0304+0311;;X
F544;1;0115+0339+030D;;x
F544;100;0065+0339+0306+030D;;X
F545;1;0119+030C+030F;;X
F545;100;0065+0328+030C+030F;;x
F547;1;0119+0304+0311;;x
F547;100;0065+0328+0304+0311;;X
F548;1;0119+0306+030D;;X
F548;100;0065+0328+0306+030D;;X
F549;1;0259+0304+0303;;X
F54A;1;0259+0304+0301;;x
F54B;1;0259+0304+0302;;X
F54D;1;0259+0304+0311;;x
F54E;1;0259+0306+030D;;X
F54F;1;0113+0339+0302;X;
F54F;100;0065+0339+0304+0302;;X
F550;1;0119+0304+0302;;X
F550;100;0065+0328+0304+0302;;X
F551;1;0229+0300;X;
F551;100;0065+0327+0300;X;
F552;1;0229+0304+0300;;X
F552;100;0065+0327+0304+0300;;X
F553;1;0229+0304;X;
F553;100;0065+0327+0304;x;
F554;1;1EBD+0325;X;
F554;100;0065+0325+0303;;X
F555;1;0113+032F;X;
F555;100;0065+032F+0304;X;
F557;1;025B+0308;X;
F558;1;00E9+0331;X;
F558;100;0065+0331+0301;X;
F559;1;0259+0325+0301;x;
F55A;1;0065+1DC5;;x
F55B;1;044D+1DC5;;x
F55C;1;0454+0304+1DC6;;x
F55D;1;0454+1DC5;;x
F55E;1;025B+0323+0303;X;
F55F;1;025B+0323;X;
F560;1;0045+030D;;X
F561;1;1EB8+0303;;x
F561;100;0045+0323+0303;;x
F562;1;1EB8+0304;;X
F562;100;0045+0323+0304;;x
F563;1;018F+030F;;X
F564;1;0112+0303;;X
F564;100;0045+0304+0303;;X
F565;1;018E+030F;;x
F566;1;0045+032E;;x
F567;1;00C9+0325;X;
F567;100;0045+0325+0301;;X
F568;1;00C8+0337;;X
F568;100;0045+0337+0300;;X
F569;1;1EB8+030D;;X
F569;100;0045+0323+030D;;x
F56A;1;1EB8+030F;;x
F56A;100;0045+0323+030F;;X
F56B;1;1EB8+0306;;x
F56B;100;0045+0323+0306;;x
F56C;1;0206+0339;;x
F56C;100;0045+0339+0311;;X
F56D;1;0204+0339;;X
F56D;100;0045+0339+030F;;x
F56E;1;00C9+0339;X;
F56E;100;0045+0339+0301;;x
F56F;1;0114+0339;x;
F56F;100;0045+0339+0306;;X
F570;1;014D+0339+0302;;x
F570;100;006F+0339+0304+0302;;x
F572;1;014D+0339+0311;;X
F572;100;006F+0339+0304+0311;;x
F573;1;014F+0339+030D;X;
F573;100;006F+0339+0306+030D;;x
F574;1;006F+0316;X;
F575;1;01ED+0302;;x
F575;100;006F+0328+0304+0302;;X
F578;1;01EB+0306+030D;;X
F578;100;006F+0328+0306+030D;;X
F579;1;00F3+0339+0303;;x
F579;100;006F+0339+0301+0303;;X
F57A;1;014D+032C;X;
F57A;100;006F+032C+0304;X;
F57B;1;006F+0365;X;
F57C;1;006F+0367;X;
F57F;1;0254+0328+0304;x;
F580;1;014F+0339+0301;;X
F580;100;006F+0339+0306+0301;;X
F581;1;006F+0363;X;
F583;1;0153+0328+0306;X;
F584;1;0153+1DC5;;x
F585;1;022F+0302;;x
F585;100;006F+0307+0302;;X
F587;1;0153+0323+0303;X;
F588;1;0153+0311;X;
F589;1;0254+0323+0303;;X
F58A;1;0254+0323;X;
F58C;1;00F6+0306;;X
F58C;100;006F+0308+0306;;X
F58D;1;006F+0327;x;
F58E;1;0254+030D;x;
F58F;1;01EB+0308+0304+0301;;x
F58F;100;006F+0328+0308+0304+0301;;X
F590;1;01EB+0307+0300;;X
F590;100;006F+0328+0307+0300;;X
F591;1;1D15+0308;;x
F592;1;01EB+0323+030F;;X
F592;100;006F+0328+0323+030F;X;
F593;1;01EB+0323+0311;;X
F593;100;006F+0328+0323+0311;;X
F594;1;01EB+0323+0306;X;
F594;100;006F+0328+0323+0306;X;
F595;1;022F+0324;X;
F595;100;006F+0324+0307;;x
F596;1;1E4D+0339;x;
F596;100;006F+0339+0303+0301;;X
F597;1;1ECD+0303+0301;;x
F597;100;006F+0323+0303+0301;;X
F598;1;020F+0303;;x
F598;100;006F+0311+0303;;X
F599;1;00F3+0325;X;
F599;100;006F+0325+0301;X;
F59A;1;1ECD+0301+0303;;x
F59A;100;006F+0323+0301+0303;;X
F59B;1;00F5+032D;x;
F59B;100;006F+032D+0303;X;
F59C;1;00F2+032F;X;
F59C;100;006F+032F+0300;;X
F59D;1;020F+032D+0323;;x
F59D;100;006F+032D+0323+0311;;x
F59E;1;00F3+0303;;X
F59E;100;006F+0301+0303;;X
F59F;1;022E+030F;X;
F59F;100;004F+0307+030F;;X
F5A0;1;00D3+0339;;X
F5A0;100;004F+0339+0301;;X
F5A1;1;014C+0339;;X
F5A1;100;004F+0339+0304;;x
F5A2;1;020C+0339;X;
F5A2;100;004F+0339+030F;;x
F5A3;1;020E+0339;;X
F5A3;100;004F+0339+0311;;X
F5A4;1;004F+0339;X;
F5A5;1;014E+0339;;x
F5A5;100;004F+0339+0306;;X
F5A6;1;1ECC+0304;;x
F5A6;100;004F+0323+0304;;X
F5A7;1;1ECC+0306;;X
F5A7;100;004F+0323+0306;;X
F5A8;1;1ECC+030F;;X
F5A8;100;004F+0323+030F;;X
F5A9;1;00D6+0306;;x
F5A9;100;004F+0308+0306;;X
F5AA;1;00D6+0311;;X
F5AA;100;004F+0308+0311;;X
F5AB;1;00D6+030D;;X
F5AB;100;004F+0308+030D;;X
F5AC;1;00D6+0303;;X
F5AC;100;004F+0308+0303;;X
F5AD;1;00D6+030F;;X
F5AD;100;004F+0308+030F;;X
F5AE;1;022E+0303;;X
F5AE;100;004F+0307+0303;;x
F5AF;1;004F+0352;;X
F5B0;1;00D3+032D;;X
F5B0;100;004F+032D+0301;;X
F5D0;1;0250+0303;X;
F5D1;1;0250+0323+0303;X;
F5D2;1;0250+0323;X;
F5D3;1;0252+0323;X;
F5D4;1;00E6+030B;X;
F5D5;1;00E6+030C;;x
F5D6;1;00E6+030F;;x
F5D7;1;00E6+0323;X;
